Player,Nation,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Position 1,Position 2
Julián Malatini,ARG,Werder Bremen,de Bundesliga,22 years,6.7,18.0,13,12,3,3,16.0,24,66.7,8,8,1,7,13,31,26,0,Defender,
Daniel Maldini,ITA,Monza,it Serie A,21 years,3.7,3.0,2,0,2,1,3.0,6,50.0,3,2,0,2,2,5,1,0,Midfielder,Forward
Daniel Maldini,ITA,Empoli,it Serie A,21 years,2.9,4.0,2,0,2,2,2.0,2,100.0,0,5,0,5,2,6,2,0,Forward,Midfielder
Youssef Maleh,MAR,Empoli,it Serie A,24 years,28.9,74.0,48,30,36,8,23.0,52,44.2,29,62,7,55,25,99,29,0,Midfielder,
Donyell Malen,NED,Dortmund,de Bundesliga,24 years,19.8,11.0,7,5,3,3,2.0,6,33.3,4,11,4,7,2,13,8,0,Forward,Midfielder
Ruslan Malinovskyi,UKR,Genoa,it Serie A,30 years,17.2,35.0,20,18,11,6,17.0,41,41.5,24,22,8,14,5,40,16,0,Midfielder,
Lennard Maloney,USA,Heidenheim,de Bundesliga,23 years,25.4,43.0,26,14,24,5,25.0,59,42.4,34,33,9,24,25,68,88,0,Midfielder,
Aaron Malouda,FRA,Lille,fr Ligue 1,17 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Giorgi Mamardashvili,GEO,Valencia,es La Liga,22 years,36.5,4.0,3,4,0,0,4.0,4,100.0,0,1,0,1,2,6,22,2,Goalkeeper,
David Mamutovic,GER,Mainz 05,de Bundesliga,22 years,0.1,1.0,1,0,1,0,1.0,1,100.0,0,0,0,0,0,1,0,0,Forward,Defender
Wilson Manafá,POR,Granada,es La Liga,29 years,2.7,6.0,4,3,2,1,4.0,7,57.1,3,1,0,1,1,7,4,1,Defender,Midfielder
Hianga Mananga Mbock,FRA,Brest,fr Ligue 1,23 years,0.1,1.0,0,0,0,1,1.0,2,50.0,1,0,0,0,1,2,0,0,Midfielder,Forward
Gianluca Mancini,ITA,Roma,it Serie A,27 years,31.9,34.0,20,21,11,2,11.0,27,40.7,16,38,26,12,36,70,77,1,Defender,
Marco Mancosu,ITA,Cagliari,it Serie A,34 years,1.7,3.0,0,0,2,1,1.0,2,50.0,1,0,0,0,0,3,0,0,Midfielder,Forward
Steve Mandanda,FRA,Rennes,fr Ligue 1,38 years,34.0,2.0,0,2,0,0,2.0,4,50.0,2,0,0,0,0,2,6,1,Goalkeeper,
Christos Mandas,GRE,Lazio,it Serie A,21 years,8.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,1,1,3,1,Goalkeeper,
Reinildo Mandava,MOZ,Atlético Madrid,es La Liga,29 years,8.1,30.0,22,16,11,3,19.0,22,86.4,3,10,2,8,15,45,21,0,Defender,
Aïssa Mandi,ALG,Villarreal,es La Liga,31 years,12.4,13.0,8,8,5,0,7.0,14,50.0,7,10,7,3,8,21,41,0,Defender,
Rolando Mandragora,ITA,Fiorentina,it Serie A,26 years,17.6,26.0,11,8,13,5,10.0,22,45.5,12,14,3,11,9,35,18,1,Midfielder,
Orel Mangala,BEL,Nottingham Forest,eng Premier League,25 years,17.4,27.0,13,16,10,1,14.0,29,48.3,15,12,6,6,26,53,32,0,Midfielder,
Orel Mangala,BEL,Lyon,fr Ligue 1,25 years,4.4,5.0,3,0,2,3,1.0,3,33.3,2,3,2,1,5,10,6,0,Midfielder,
Vito Mannone,ITA,Lille,fr Ligue 1,35 years,1.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Kostas Manolas,GRE,Salernitana,it Serie A,32 years,5.4,9.0,5,6,3,0,6.0,8,75.0,2,10,7,3,2,11,20,0,Defender,
Javier Manquillo,ESP,Celta Vigo,es La Liga,29 years,8.3,15.0,11,6,5,4,8.0,15,53.3,7,14,3,11,3,18,17,0,Defender,Midfielder
Braydon Manu,GHA,Darmstadt 98,de Bundesliga,26 years,1.9,2.0,0,0,1,1,0.0,0,,0,1,0,1,0,2,0,0,Midfielder,
Benson Manuel,ANG,Burnley,eng Premier League,26 years,1.3,3.0,2,2,1,0,0.0,0,,0,1,0,1,0,3,0,0,Midfielder,Forward
Faitout Maouassa,FRA,Granada,es La Liga,25 years,2.5,8.0,5,6,1,1,4.0,5,80.0,1,6,0,6,1,9,3,0,Defender,Midfielder
Faitout Maouassa,FRA,Lens,fr Ligue 1,25 years,0.8,1.0,1,1,0,0,1.0,1,100.0,0,1,0,1,0,1,3,0,Midfielder,Defender
Marcão,BRA,Sevilla,es La Liga,27 years,3.9,9.0,6,5,4,0,6.0,10,60.0,4,8,6,2,4,13,11,1,Defender,
Solly March,ENG,Brighton,eng Premier League,29 years,6.2,19.0,14,9,7,3,8.0,14,57.1,6,5,0,5,11,30,8,0,Forward,Defender
Riccardo Marchizza,ITA,Frosinone,it Serie A,25 years,12.8,7.0,6,4,3,0,3.0,13,23.1,10,10,2,8,7,14,33,0,Defender,
Gian Marco Ferrari,ITA,Sassuolo,it Serie A,31 years,25.2,22.0,10,11,11,0,12.0,18,66.7,6,28,17,11,25,47,76,0,Defender,
Óscar de Marcos,ESP,Athletic Club,es La Liga,34 years,25.1,56.0,39,26,24,6,42.0,71,59.2,29,28,6,22,15,71,44,0,Defender,
Alberto Marí,ESP,Valencia,es La Liga,22 years,3.1,4.0,2,0,1,3,1.0,1,100.0,0,3,0,3,0,4,5,0,Forward,
José Mari,ESP,Cádiz,es La Liga,35 years,0.2,2.0,1,0,2,0,1.0,2,50.0,1,0,0,0,0,2,0,0,Midfielder,Forward
Pablo Marí,ESP,Monza,it Serie A,29 years,29.1,41.0,25,34,7,0,22.0,34,64.7,12,40,25,15,37,78,115,1,Defender,
José María Giménez,URU,Atlético Madrid,es La Liga,28 years,14.7,18.0,10,10,7,1,5.0,16,31.3,11,16,12,4,10,28,95,0,Defender,
Mariano,DOM,Sevilla,es La Liga,29 years,2.7,1.0,1,0,1,0,0.0,1,0.0,1,1,0,1,0,1,2,0,Forward,Midfielder
Mirko Marić,CRO,Monza,it Serie A,28 years,3.2,4.0,0,2,1,1,0.0,2,0.0,2,4,0,4,2,6,3,0,Forward,
Rafa Marín,ESP,Alavés,es La Liga,21 years,27.1,32.0,20,23,9,0,14.0,27,51.9,13,34,21,13,33,65,129,2,Defender,
Răzvan Marin,ROU,Empoli,it Serie A,27 years,20.2,40.0,22,13,23,4,19.0,29,65.5,10,16,4,12,6,46,30,2,Midfielder,
Diego Mariño,ESP,Almería,es La Liga,33 years,1.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,0,Goalkeeper,
Guillermo Maripán,CHI,Monaco,fr Ligue 1,29 years,19.6,22.0,8,15,6,1,10.0,27,37.0,17,26,13,13,30,52,106,4,Defender,
Mika Mármol,ESP,Las Palmas,es La Liga,22 years,35.3,70.0,42,44,24,2,35.0,53,66.0,18,39,19,20,44,114,147,2,Defender,
Omar Marmoush,EGY,Eintracht Frankfurt,de Bundesliga,24 years,25.6,21.0,11,7,8,6,6.0,16,37.5,10,13,0,13,11,32,7,0,Forward,Midfielder
Marquinhos,BRA,Nantes,fr Ligue 1,20 years,1.7,3.0,2,2,0,1,1.0,4,25.0,3,7,2,5,6,9,1,0,Forward,Midfielder
Marquinhos,BRA,Paris S-G,fr Ligue 1,29 years,17.1,19.0,11,10,7,2,11.0,17,64.7,6,29,19,10,17,36,58,1,Defender,
Unai Marrero,ESP,Real Sociedad,es La Liga,21 years,1.6,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Agustín Martegani,ARG,Salernitana,it Serie A,23 years,8.1,13.0,7,7,3,3,6.0,18,33.3,12,4,1,3,4,17,7,1,Midfielder,
Eric Martel,GER,Köln,de Bundesliga,21 years,27.3,70.0,43,32,34,4,37.0,67,55.2,30,65,19,46,43,113,80,0,Midfielder,
Roger Martí,ESP,Cádiz,es La Liga,32 years,15.1,12.0,6,1,9,2,2.0,7,28.6,5,16,1,15,7,19,4,0,Forward,
Anthony Martial,FRA,Manchester Utd,eng Premier League,27 years,5.0,4.0,1,1,1,2,1.0,1,100.0,0,4,0,4,0,4,3,0,Forward,
Aarón Martín,ESP,Genoa,it Serie A,26 years,15.3,21.0,10,7,10,4,9.0,22,40.9,13,12,4,8,9,30,15,0,Defender,
Iván Martín,ESP,Girona,es La Liga,24 years,30.3,44.0,25,22,15,7,22.0,57,38.6,35,25,3,22,21,65,14,0,Midfielder,
Jon Martin,ESP,Real Sociedad,es La Liga,17 years,0.3,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,3,0,Defender,
Jonas Martin,FRA,Brest,fr Ligue 1,33 years,13.4,43.0,27,17,24,2,21.0,36,58.3,15,16,2,14,9,52,28,2,Midfielder,
Mario Martín,ESP,Real Madrid,es La Liga,19 years,0.2,5.0,1,0,2,3,3.0,4,75.0,1,2,1,1,0,5,0,0,Midfielder,
Gabriel Martinelli,BRA,Arsenal,eng Premier League,22 years,22.4,30.0,24,9,12,9,13.0,32,40.6,19,23,1,22,5,35,9,1,Forward,
Tommaso Martinelli,ITA,Fiorentina,it Serie A,17 years,1.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Goalkeeper,
Arnau Martinez,ESP,Girona,es La Liga,20 years,13.8,25.0,16,17,6,2,15.0,32,46.9,17,15,5,10,10,35,41,3,Defender,
Emiliano Martínez,ARG,Aston Villa,eng Premier League,30 years,33.5,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,12,3,Goalkeeper,
Iñigo Martínez,ESP,Barcelona,es La Liga,32 years,14.4,10.0,7,9,1,0,6.0,8,75.0,2,13,10,3,11,21,50,0,Defender,
Josep Martinez,ESP,Genoa,it Serie A,25 years,36.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,21,3,Goalkeeper,
Lautaro Martínez,ARG,Inter,it Serie A,25 years,29.5,22.0,16,4,13,5,4.0,19,21.1,15,30,1,29,20,42,10,0,Forward,
Lisandro Martínez,ARG,Manchester Utd,eng Premier League,25 years,7.2,12.0,8,8,4,0,5.0,12,41.7,7,10,8,2,5,17,26,0,Defender,
Marc Martínez,ESP,Granada,es La Liga,33 years,3.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,1,0,Goalkeeper,
Lucas Martínez Quarta,ARG,Fiorentina,it Serie A,27 years,25.5,75.0,47,43,28,4,36.0,54,66.7,18,38,14,24,30,105,69,4,Defender,
Adam Marušić,MNE,Lazio,it Serie A,30 years,34.4,45.0,31,24,19,2,27.0,49,55.1,22,27,7,20,29,74,63,2,Defender,
Marvin,ESP,Las Palmas,es La Liga,23 years,20.6,39.0,25,18,17,4,18.0,36,50.0,18,28,2,26,14,53,18,1,Forward,Defender
Omar Mascarell,EQG,Mallorca,es La Liga,30 years,17.5,33.0,16,16,17,0,18.0,35,51.4,17,24,8,16,31,64,30,1,Midfielder,
Adam Masina,MAR,Udinese,it Serie A,29 years,0.7,4.0,0,2,2,0,2.0,4,50.0,2,2,1,1,2,6,5,0,Defender,
Adam Masina,MAR,Torino,it Serie A,29 years,11.4,17.0,12,8,8,1,5.0,20,25.0,15,12,6,6,11,28,30,0,Defender,
Erhan Mašović,SRB,Bochum,de Bundesliga,24 years,24.7,64.0,40,37,22,5,37.0,70,52.9,33,32,10,22,25,89,75,2,Defender,Midfielder
Han-Noah Massengo,FRA,Burnley,eng Premier League,22 years,0.2,1.0,1,1,0,0,0.0,0,,0,1,0,1,0,1,0,0,Midfielder,Defender
Roberto Massimo,GER,Stuttgart,de Bundesliga,22 years,0.9,1.0,0,1,0,0,1.0,2,50.0,1,0,0,0,0,1,1,0,Forward,Defender
Clinton Mata,ANG,Lyon,fr Ligue 1,30 years,24.7,43.0,24,29,8,6,23.0,40,57.5,17,35,16,19,40,83,61,0,Defender,
Jaime Mata,ESP,Getafe,es La Liga,34 years,19.9,24.0,15,12,8,4,11.0,26,42.3,15,18,1,17,17,41,31,0,Forward,Midfielder
Pape Matar Sarr,SEN,Tottenham,eng Premier League,20 years,23.0,34.0,24,11,17,6,15.0,36,41.7,21,21,5,16,31,65,28,1,Midfielder,
Eliot Matazo,BEL,Monaco,fr Ligue 1,21 years,1.1,3.0,1,0,3,0,2.0,4,50.0,2,1,1,0,3,6,0,0,Midfielder,
Jean-Philippe Mateta,FRA,Crystal Palace,eng Premier League,26 years,25.4,22.0,15,4,11,7,6.0,10,60.0,4,13,4,9,4,26,14,0,Forward,
Nemanja Matić,SRB,Rennes,fr Ligue 1,34 years,11.4,19.0,10,7,9,3,9.0,12,75.0,3,15,7,8,27,46,19,0,Midfielder,
Nemanja Matić,SRB,Lyon,fr Ligue 1,34 years,13.9,17.0,11,8,7,2,9.0,19,47.4,10,17,6,11,16,33,17,1,Midfielder,
Joël Matip,CMR,Liverpool,eng Premier League,31 years,8.7,12.0,6,7,4,1,8.0,12,66.7,4,16,12,4,9,21,43,0,Defender,
Alex Matos,ENG,Chelsea,eng Premier League,18 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Chrislain Matsima,FRA,Clermont Foot,fr Ligue 1,21 years,13.1,18.0,11,11,7,0,10.0,18,55.6,8,14,10,4,13,31,74,1,Defender,
Chrislain Matsima,FRA,Monaco,fr Ligue 1,21 years,3.3,9.0,7,5,3,1,2.0,7,28.6,5,4,1,3,4,13,4,0,Defender,
Jean Mattéo Bahoya,FRA,Eintracht Frankfurt,de Bundesliga,18 years,2.0,3.0,1,0,3,0,1.0,4,25.0,3,2,0,2,1,4,1,0,Midfielder,Forward
Remi Matthews,ENG,Crystal Palace,eng Premier League,29 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,0,Goalkeeper,
Alan Matturro,URU,Genoa,it Serie A,18 years,1.2,1.0,1,1,0,0,1.0,1,100.0,0,6,3,3,2,3,4,0,Defender,
Azor Matusiwa,NED,Reims,fr Ligue 1,25 years,15.4,39.0,27,17,19,3,22.0,32,68.8,10,21,3,18,33,72,32,1,Midfielder,
Azor Matusiwa,NED,Rennes,fr Ligue 1,25 years,8.8,7.0,3,3,4,0,4.0,7,57.1,3,9,2,7,11,18,17,0,Midfielder,
Neal Maupay,FRA,Brentford,eng Premier League,26 years,14.7,10.0,7,4,5,1,3.0,13,23.1,10,11,0,11,2,12,3,0,Forward,
Neal Maupay,FRA,Everton,eng Premier League,26 years,1.2,0.0,0,0,0,0,0.0,1,0.0,1,2,0,2,0,0,1,0,Forward,
Aïman Maurer,MAR,Clermont Foot,fr Ligue 1,18 years,0.6,1.0,1,1,0,0,1.0,3,33.3,2,0,0,0,0,1,0,0,Midfielder,Forward
Konstantinos Mavropanos,GRE,West Ham,eng Premier League,25 years,16.7,28.0,16,17,9,2,17.0,21,81.0,4,21,13,8,23,51,79,3,Defender,
Christian Mawissa,FRA,Toulouse,fr Ligue 1,18 years,12.4,22.0,15,14,4,4,9.0,23,39.1,14,22,11,11,22,44,41,1,Defender,
Philipp Max,GER,Eintracht Frankfurt,de Bundesliga,29 years,15.0,26.0,17,6,18,2,19.0,26,73.1,7,18,1,17,7,33,18,2,Defender,
Eric Maxim Choupo-Moting,CMR,Bayern Munich,de Bundesliga,34 years,8.0,17.0,12,8,5,4,6.0,14,42.9,8,5,0,5,7,24,7,0,Midfielder,Forward
Luís Maximiano,POR,Almería,es La Liga,24 years,33.0,0.0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,0,19,2,Goalkeeper,
Noam Mayoka-Tika,BEL,Marseille,fr Ligue 1,19 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Borja Mayoral,ESP,Getafe,es La Liga,26 years,23.9,9.0,5,2,2,5,5.0,22,22.7,17,7,0,7,4,13,16,0,Forward,
Senny Mayulu,FRA,Paris S-G,fr Ligue 1,17 years,3.6,13.0,8,6,6,1,6.0,7,85.7,1,1,0,1,3,16,0,0,Forward,Midfielder
Youssef Maziz,FRA,Metz,fr Ligue 1,25 years,1.4,0.0,0,0,0,0,0.0,2,0.0,2,1,0,1,1,1,2,0,Forward,Midfielder
Noussair Mazraoui,MAR,Bayern Munich,de Bundesliga,25 years,13.3,32.0,21,14,11,7,13.0,21,61.9,8,14,1,13,20,52,27,1,Defender,
Luca Mazzitelli,ITA,Frosinone,it Serie A,27 years,24.6,45.0,23,15,24,6,26.0,49,53.1,23,23,7,16,19,64,62,0,Midfielder,
Pasquale Mazzocchi,ITA,Salernitana,it Serie A,28 years,14.1,25.0,19,14,10,1,16.0,29,55.2,13,14,6,8,5,30,31,0,Defender,
Pasquale Mazzocchi,ITA,Napoli,it Serie A,28 years,4.8,5.0,2,1,2,2,2.0,3,66.7,1,5,1,4,1,6,13,0,Defender,
Kevin Mbabu,SUI,Augsburg,de Bundesliga,28 years,22.7,51.0,39,25,18,8,23.0,40,57.5,17,29,9,20,24,75,48,0,Defender,
Noah Mbamba,BEL,Leverkusen,de Bundesliga,18 years,0.2,0.0,0,0,0,0,0.0,0,,0,0,0,0,1,1,0,0,Midfielder,
Ethan Mbappé,FRA,Paris S-G,fr Ligue 1,16 years,0.5,0.0,0,0,0,0,0.0,2,0.0,2,1,0,1,0,0,0,0,Midfielder,Defender
Kylian Mbappé,FRA,Paris S-G,fr Ligue 1,24 years,24.0,4.0,1,1,1,2,4.0,9,44.4,5,4,0,4,2,6,2,0,Forward,
Malick Mbaye,SEN,Metz,fr Ligue 1,19 years,1.7,5.0,1,0,1,4,1.0,2,50.0,1,1,0,1,1,6,2,0,Midfielder,Forward
Mamadou Mbaye,SEN,Cádiz,es La Liga,25 years,3.2,6.0,3,3,3,0,2.0,5,40.0,3,10,7,3,5,11,26,0,Defender,
Chancel Mbemba,COD,Marseille,fr Ligue 1,28 years,24.5,33.0,21,25,7,1,17.0,30,56.7,13,21,13,8,13,46,95,1,Defender,
Nolan Mbemba,CGO,Le Havre,fr Ligue 1,28 years,0.2,2.0,1,0,1,1,1.0,2,50.0,1,0,0,0,0,2,0,0,Midfielder,
Bryan Mbeumo,CMR,Brentford,eng Premier League,23 years,21.8,15.0,10,6,6,3,5.0,19,26.3,14,26,2,24,7,22,13,0,Forward,
Christ Mbondi,FRA,Reims,fr Ligue 1,18 years,0.0,1.0,1,1,0,0,1.0,1,100.0,0,0,0,0,0,1,0,0,Forward,
Jordi Mboula,ESP,Hellas Verona,it Serie A,24 years,3.4,4.0,4,1,2,1,4.0,7,57.1,3,4,1,3,1,5,0,0,Forward,Midfielder
Nathanael Mbuku,COD,Augsburg,de Bundesliga,21 years,0.1,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,0,0,Forward,
James Mcatee,ENG,Sheffield Utd,eng Premier League,20 years,20.2,32.0,21,9,13,10,13.0,33,39.4,20,20,0,20,11,43,18,0,Midfielder,Forward
James Mcatee,ENG,Manchester City,eng Premier League,20 years,0.0,0.0,0,0,0,0,0.0,0,,0,1,0,1,0,0,0,0,Midfielder,
Oliver McBurnie,SCO,Sheffield Utd,eng Premier League,27 years,14.2,17.0,7,4,7,6,5.0,12,41.7,7,18,2,16,5,22,28,0,Forward,
James McConnell,ENG,Liverpool,eng Premier League,18 years,0.0,0.0,0,0,0,0,0.0,0,,0,1,0,1,1,1,0,0,Midfielder,
John McGinn,SCO,Aston Villa,eng Premier League,28 years,33.3,59.0,35,18,34,7,32.0,77,41.6,45,33,4,29,21,80,21,0,Midfielder,Forward
Scott McKenna,SCO,Nottingham Forest,eng Premier League,26 years,4.6,4.0,0,3,1,0,2.0,3,66.7,1,6,4,2,5,9,27,0,Defender,
Weston McKennie,USA,Juventus,it Serie A,24 years,28.8,48.0,29,31,11,6,17.0,27,63.0,10,28,7,21,18,66,69,0,Midfielder,Defender
Dwight McNeil,ENG,Everton,eng Premier League,23 years,32.1,44.0,27,16,14,14,24.0,55,43.6,31,44,7,37,22,66,37,0,Midfielder,Forward
Scott McTominay,SCO,Manchester Utd,eng Premier League,26 years,21.1,49.0,25,23,24,2,22.0,33,66.7,11,34,12,22,14,63,54,0,Midfielder,Forward
Facundo Medina,ARG,Lens,fr Ligue 1,24 years,30.2,64.0,38,25,31,8,44.0,69,63.8,25,38,13,25,24,88,59,2,Defender,
Ben Mee,ENG,Brentford,eng Premier League,33 years,14.1,26.0,15,12,12,2,17.0,22,77.3,5,21,13,8,13,39,63,1,Defender,
Marvin Mehlem,GER,Darmstadt 98,de Bundesliga,25 years,16.5,28.0,21,10,14,4,11.0,27,40.7,16,21,2,19,33,61,15,0,Midfielder,
Bamo Meïté,CIV,Marseille,fr Ligue 1,21 years,7.1,16.0,10,13,3,0,8.0,12,66.7,4,11,5,6,11,27,35,0,Defender,
Bamo Meïté,CIV,Lorient,fr Ligue 1,21 years,1.6,2.0,1,2,0,0,0.0,1,0.0,1,3,2,1,3,5,9,0,Defender,
Hannibal Mejbri,TUN,Manchester Utd,eng Premier League,20 years,1.5,3.0,3,1,2,0,1.0,3,33.3,2,1,1,0,0,3,0,0,Midfielder,Forward
Hannibal Mejbri,TUN,Sevilla,es La Liga,20 years,1.2,3.0,3,1,2,0,0.0,1,0.0,1,1,0,1,0,3,0,0,Midfielder,
Óscar Melendo,ESP,Granada,es La Liga,25 years,12.5,14.0,6,4,10,0,4.0,12,33.3,8,13,0,13,5,19,4,1,Midfielder,Forward
Gonzalo Melero,ESP,Almería,es La Liga,29 years,12.3,14.0,8,7,5,2,7.0,19,36.8,12,12,4,8,4,18,11,0,Midfielder,Forward
Birger Meling,NOR,Rennes,fr Ligue 1,28 years,0.2,1.0,1,1,0,0,1.0,1,100.0,0,1,0,1,0,1,0,0,Defender,
Arthur Melo,BRA,Fiorentina,it Serie A,26 years,22.1,45.0,30,17,24,4,26.0,42,61.9,16,27,3,24,18,63,8,0,Midfielder,
Memphis,NED,Atlético Madrid,es La Liga,29 years,9.9,5.0,2,0,3,2,3.0,6,50.0,3,2,0,2,1,6,0,0,Forward,
Houboulang Mendes,GNB,Almería,es La Liga,25 years,4.4,16.0,13,11,5,0,8.0,16,50.0,8,4,2,2,1,17,17,1,Defender,
Nuno Mendes,POR,Paris S-G,fr Ligue 1,21 years,3.0,5.0,5,4,1,0,4.0,7,57.1,3,4,0,4,4,9,2,0,Defender,
Tomás Mendes,ESP,Alavés,es La Liga,18 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Brais Méndez,ESP,Real Sociedad,es La Liga,26 years,26.8,42.0,28,13,20,9,15.0,43,34.9,28,23,4,19,12,54,21,0,Midfielder,Forward
Bruno Méndez,URU,Granada,es La Liga,23 years,14.8,36.0,17,19,12,5,21.0,37,56.8,16,24,6,18,26,62,45,0,Defender,
Diego Méndez,ESP,Rayo Vallecano,es La Liga,19 years,0.1,1.0,1,1,0,0,1.0,1,100.0,0,0,0,0,1,2,0,0,Midfielder,
Leonardo Mendicino,ITA,Atalanta,it Serie A,17 years,0.0,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Midfielder,
Antoine Mendy,SEN,Nice,fr Ligue 1,19 years,4.6,7.0,5,4,3,0,3.0,7,42.9,4,4,1,3,8,15,16,0,Defender,
Benjamin Mendy,FRA,Lorient,fr Ligue 1,29 years,7.9,3.0,1,2,1,0,1.0,5,20.0,4,8,2,6,7,10,20,0,Defender,
Ferland Mendy,FRA,Real Madrid,es La Liga,28 years,19.1,15.0,10,12,2,1,11.0,14,78.6,3,12,2,10,13,28,26,1,Defender,
Formose Mendy,SEN,Lorient,fr Ligue 1,22 years,14.0,33.0,19,24,8,1,20.0,33,60.6,13,23,12,11,20,53,59,1,Defender,
Nampalys Mendy,SEN,Lens,fr Ligue 1,31 years,11.7,29.0,18,10,13,6,16.0,20,80.0,4,11,4,7,14,43,14,1,Midfielder,
Teden Mengi,ENG,Luton Town,eng Premier League,21 years,27.4,54.0,22,33,20,1,19.0,30,63.3,11,39,27,12,57,111,140,1,Defender,
Chris Mepham,WAL,Bournemouth,eng Premier League,25 years,6.9,12.0,11,9,3,0,9.0,14,64.3,5,13,6,7,7,19,30,1,Defender,
Jorge Meré,ESP,Cádiz,es La Liga,26 years,7.5,8.0,7,6,2,0,4.0,7,57.1,3,5,3,2,8,16,33,0,Defender,
Alex Meret,ITA,Napoli,it Serie A,26 years,30.8,1.0,0,1,0,0,1.0,2,50.0,1,0,0,0,0,1,10,1,Goalkeeper,
Mikel Merino,ESP,Real Sociedad,es La Liga,27 years,27.6,77.0,43,25,34,18,22.0,48,45.8,26,36,11,25,16,93,55,3,Midfielder,
Quentin Merlin,FRA,Marseille,fr Ligue 1,21 years,7.8,13.0,12,7,5,1,8.0,20,40.0,12,4,0,4,6,19,14,0,Defender,
Quentin Merlin,FRA,Nantes,fr Ligue 1,21 years,14.3,29.0,20,15,12,2,16.0,25,64.0,9,22,1,21,18,47,22,0,Defender,
Junior Messias,BRA,Genoa,it Serie A,32 years,11.7,26.0,20,19,5,2,8.0,19,42.1,11,9,1,8,5,31,22,0,Midfielder,Defender
Thomas Meunier,BEL,Dortmund,de Bundesliga,31 years,6.5,5.0,1,3,2,0,3.0,13,23.1,10,8,2,6,4,9,22,0,Defender,
Bastien Meupiyou,FRA,Nantes,fr Ligue 1,17 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,1,0,Defender,
Alexander Meyer,GER,Dortmund,de Bundesliga,32 years,7.7,1.0,1,1,0,0,1.0,1,100.0,0,0,0,0,0,1,2,1,Goalkeeper,
Omenuke Mfulu,COD,Las Palmas,es La Liga,29 years,0.9,4.0,3,3,1,0,0.0,1,0.0,1,1,1,0,2,6,5,0,Midfielder,Forward
Lucas Michal,FRA,Monaco,fr Ligue 1,18 years,0.1,0.0,0,0,0,0,0.0,0,,0,0,0,0,0,0,0,0,Forward,
Sven Michel,GER,Augsburg,de Bundesliga,33 years,6.5,7.0,5,2,1,4,2.0,7,28.6,5,1,0,1,0,7,4,0,Forward,Midfielder
Miguel,ESP,Alavés,es La Liga,23 years,0.7,0.0,0,0,0,0,0.0,0,,0,2,0,2,0,0,0,0,Forward,Midfielder
Georges Mikautadze,GEO,Metz,fr Ligue 1,22 years,19.4,4.0,3,1,2,1,0.0,9,0.0,9,11,0,11,8,12,3,0,Forward,
Nikola Milenković,SRB,Fiorentina,it Serie A,25 years,27.9,41.0,21,24,14,3,22.0,36,61.1,14,22,14,8,27,68,95,1,Defender,
Lewis Miley,ENG,Newcastle Utd,eng Premier League,17 years,13.4,33.0,21,6,20,7,15.0,32,46.9,17,20,3,17,8,41,18,2,Midfielder,
Arkadiusz Milik,POL,Juventus,it Serie A,29 years,10.2,9.0,5,2,5,2,3.0,5,60.0,2,7,1,6,5,14,3,0,Forward,
Vanja Milinković-Savić,SRB,Torino,it Serie A,26 years,36.0,1.0,0,1,0,0,1.0,1,100.0,0,0,0,0,1,2,14,4,Goalkeeper,
Éder Militão,BRA,Real Madrid,es La Liga,25 years,5.5,7.0,3,4,3,0,6.0,9,66.7,3,4,3,1,4,11,19,1,Defender,
Luis Milla,ESP,Getafe,es La Liga,28 years,23.5,57.0,33,19,28,10,28.0,47,59.6,19,20,1,19,32,89,10,0,Midfielder,
Enzo Millot,FRA,Stuttgart,de Bundesliga,21 years,24.9,40.0,22,9,21,10,18.0,39,46.2,21,24,2,22,16,56,7,1,Midfielder,Forward
James Milner,ENG,Brighton,eng Premier League,37 years,8.6,20.0,14,9,10,1,9.0,14,64.3,5,9,0,9,8,28,16,0,Defender,Midfielder
