Player,Nation,Squad,Comp,Age,90s,SCA,SCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,GCA,GCA90,Types PassLive,Types PassDead,Types TO,Types Sh,Types Fld,Types Def,Position 1,Position 2
Pablo Marí,ESP,Monza,it Serie A,29 years,29.1,22,0.76,18.0,1.0,0.0,1.0,1.0,1.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
José María Giménez,URU,Atlético Madrid,es La Liga,28 years,14.7,5,0.34,4.0,0.0,0.0,0.0,0.0,1.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mariano,DOM,Sevilla,es La Liga,29 years,2.7,9,3.32,4.0,0.0,1.0,3.0,1.0,0.0,1,0.37,0.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Mirko Marić,CRO,Monza,it Serie A,28 years,3.2,7,2.2,6.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Rafa Marín,ESP,Alavés,es La Liga,21 years,27.1,18,0.66,16.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Răzvan Marin,ROU,Empoli,it Serie A,27 years,20.2,68,3.37,39.0,22.0,1.0,4.0,1.0,1.0,6,0.3,4.0,2.0,0.0,0.0,0.0,0.0,Midfielder,
Diego Mariño,ESP,Almería,es La Liga,33 years,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Guillermo Maripán,CHI,Monaco,fr Ligue 1,29 years,19.6,9,0.46,7.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Mika Mármol,ESP,Las Palmas,es La Liga,22 years,35.3,20,0.57,17.0,0.0,0.0,0.0,1.0,2.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Omar Marmoush,EGY,Eintracht Frankfurt,de Bundesliga,24 years,25.6,75,2.93,40.0,5.0,10.0,6.0,12.0,2.0,12,0.47,5.0,1.0,2.0,2.0,2.0,0.0,Forward,Midfielder
Marquinhos,BRA,Nantes,fr Ligue 1,20 years,1.7,9,5.26,8.0,0.0,0.0,0.0,1.0,0.0,1,0.58,0.0,0.0,0.0,0.0,1.0,0.0,Forward,Midfielder
Marquinhos,BRA,Paris S-G,fr Ligue 1,29 years,17.1,13,0.76,13.0,0.0,0.0,0.0,0.0,0.0,2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Unai Marrero,ESP,Real Sociedad,es La Liga,21 years,1.6,1,0.63,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Agustín Martegani,ARG,Salernitana,it Serie A,23 years,8.1,19,2.34,16.0,1.0,0.0,0.0,1.0,1.0,2,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Eric Martel,GER,Köln,de Bundesliga,21 years,27.3,43,1.58,34.0,1.0,0.0,4.0,4.0,0.0,3,0.11,1.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Roger Martí,ESP,Cádiz,es La Liga,32 years,15.1,31,2.05,20.0,0.0,0.0,5.0,4.0,2.0,4,0.26,3.0,0.0,0.0,1.0,0.0,0.0,Forward,
Anthony Martial,FRA,Manchester Utd,eng Premier League,27 years,5.0,11,2.21,9.0,0.0,0.0,1.0,1.0,0.0,1,0.2,0.0,0.0,0.0,0.0,1.0,0.0,Forward,
Aarón Martín,ESP,Genoa,it Serie A,26 years,15.3,33,2.16,20.0,12.0,1.0,0.0,0.0,0.0,2,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Iván Martín,ESP,Girona,es La Liga,24 years,30.3,71,2.34,60.0,0.0,3.0,2.0,3.0,3.0,13,0.43,9.0,0.0,2.0,2.0,0.0,0.0,Midfielder,
Jon Martin,ESP,Real Sociedad,es La Liga,17 years,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jonas Martin,FRA,Brest,fr Ligue 1,33 years,13.4,25,1.86,23.0,0.0,1.0,0.0,0.0,1.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Mario Martín,ESP,Real Madrid,es La Liga,19 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Gabriel Martinelli,BRA,Arsenal,eng Premier League,22 years,22.4,92,4.1,63.0,6.0,12.0,8.0,1.0,2.0,11,0.49,7.0,1.0,1.0,2.0,0.0,0.0,Forward,
Tommaso Martinelli,ITA,Fiorentina,it Serie A,17 years,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Arnau Martinez,ESP,Girona,es La Liga,20 years,13.8,24,1.74,23.0,1.0,0.0,0.0,0.0,0.0,2,0.15,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Emiliano Martínez,ARG,Aston Villa,eng Premier League,30 years,33.5,3,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Iñigo Martínez,ESP,Barcelona,es La Liga,32 years,14.4,14,0.97,13.0,0.0,0.0,1.0,0.0,0.0,3,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Josep Martinez,ESP,Genoa,it Serie A,25 years,36.0,3,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Lautaro Martínez,ARG,Inter,it Serie A,25 years,29.5,102,3.46,71.0,0.0,4.0,16.0,7.0,4.0,16,0.54,7.0,0.0,1.0,3.0,2.0,3.0,Forward,
Lisandro Martínez,ARG,Manchester Utd,eng Premier League,25 years,7.2,7,0.98,6.0,0.0,0.0,0.0,0.0,1.0,1,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Marc Martínez,ESP,Granada,es La Liga,33 years,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Lucas Martínez Quarta,ARG,Fiorentina,it Serie A,27 years,25.5,39,1.53,31.0,3.0,0.0,4.0,1.0,0.0,5,0.2,4.0,0.0,0.0,1.0,0.0,0.0,Defender,
Adam Marušić,MNE,Lazio,it Serie A,30 years,34.4,34,0.99,29.0,1.0,2.0,1.0,1.0,0.0,2,0.06,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Marvin,ESP,Las Palmas,es La Liga,23 years,20.6,32,1.55,27.0,0.0,3.0,1.0,1.0,0.0,6,0.29,5.0,0.0,1.0,0.0,0.0,0.0,Forward,Defender
Omar Mascarell,EQG,Mallorca,es La Liga,30 years,17.5,16,0.92,15.0,0.0,0.0,1.0,0.0,0.0,1,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Adam Masina,MAR,Udinese,it Serie A,29 years,0.7,2,2.86,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Adam Masina,MAR,Torino,it Serie A,29 years,11.4,10,0.88,8.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Erhan Mašović,SRB,Bochum,de Bundesliga,24 years,24.7,17,0.69,12.0,0.0,0.0,4.0,1.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,Midfielder
Han-Noah Massengo,FRA,Burnley,eng Premier League,22 years,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Roberto Massimo,GER,Stuttgart,de Bundesliga,22 years,0.9,1,1.07,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Defender
Clinton Mata,ANG,Lyon,fr Ligue 1,30 years,24.7,31,1.26,26.0,0.0,1.0,2.0,2.0,0.0,4,0.16,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Jaime Mata,ESP,Getafe,es La Liga,34 years,19.9,42,2.12,34.0,1.0,2.0,5.0,0.0,0.0,5,0.25,3.0,0.0,0.0,2.0,0.0,0.0,Forward,Midfielder
Pape Matar Sarr,SEN,Tottenham,eng Premier League,20 years,23.0,52,2.26,43.0,0.0,0.0,3.0,2.0,4.0,7,0.3,6.0,0.0,0.0,1.0,0.0,0.0,Midfielder,
Eliot Matazo,BEL,Monaco,fr Ligue 1,21 years,1.1,2,1.78,2.0,0.0,0.0,0.0,0.0,0.0,1,0.89,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Jean-Philippe Mateta,FRA,Crystal Palace,eng Premier League,26 years,25.4,65,2.56,48.0,0.0,5.0,6.0,4.0,2.0,12,0.47,8.0,0.0,1.0,1.0,2.0,0.0,Forward,
Nemanja Matić,SRB,Rennes,fr Ligue 1,34 years,11.4,29,2.54,23.0,1.0,1.0,1.0,2.0,1.0,2,0.18,1.0,0.0,0.0,0.0,1.0,0.0,Midfielder,
Nemanja Matić,SRB,Lyon,fr Ligue 1,34 years,13.9,23,1.65,21.0,0.0,2.0,0.0,0.0,0.0,3,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Joël Matip,CMR,Liverpool,eng Premier League,31 years,8.7,8,0.92,8.0,0.0,0.0,0.0,0.0,0.0,1,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alex Matos,ENG,Chelsea,eng Premier League,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Chrislain Matsima,FRA,Clermont Foot,fr Ligue 1,21 years,13.1,6,0.46,5.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Chrislain Matsima,FRA,Monaco,fr Ligue 1,21 years,3.3,7,2.11,7.0,0.0,0.0,0.0,0.0,0.0,1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jean Mattéo Bahoya,FRA,Eintracht Frankfurt,de Bundesliga,18 years,2.0,6,3.03,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Remi Matthews,ENG,Crystal Palace,eng Premier League,29 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Alan Matturro,URU,Genoa,it Serie A,18 years,1.2,2,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Azor Matusiwa,NED,Reims,fr Ligue 1,25 years,15.4,32,2.08,26.0,0.0,1.0,2.0,2.0,1.0,6,0.39,4.0,0.0,1.0,0.0,1.0,0.0,Midfielder,
Azor Matusiwa,NED,Rennes,fr Ligue 1,25 years,8.8,17,1.93,17.0,0.0,0.0,0.0,0.0,0.0,3,0.34,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Neal Maupay,FRA,Brentford,eng Premier League,26 years,14.7,40,2.72,31.0,0.0,2.0,6.0,0.0,1.0,5,0.34,5.0,0.0,0.0,0.0,0.0,0.0,Forward,
Neal Maupay,FRA,Everton,eng Premier League,26 years,1.2,3,2.41,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Aïman Maurer,MAR,Clermont Foot,fr Ligue 1,18 years,0.6,1,1.61,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Konstantinos Mavropanos,GRE,West Ham,eng Premier League,25 years,16.7,10,0.6,7.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Christian Mawissa,FRA,Toulouse,fr Ligue 1,18 years,12.4,15,1.21,12.0,0.0,1.0,1.0,0.0,1.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Philipp Max,GER,Eintracht Frankfurt,de Bundesliga,29 years,15.0,34,2.27,24.0,6.0,2.0,2.0,0.0,0.0,4,0.27,3.0,0.0,0.0,1.0,0.0,0.0,Defender,
Eric Maxim Choupo-Moting,CMR,Bayern Munich,de Bundesliga,34 years,8.0,34,4.26,26.0,0.0,2.0,5.0,1.0,0.0,5,0.63,3.0,0.0,0.0,2.0,0.0,0.0,Midfielder,Forward
Luís Maximiano,POR,Almería,es La Liga,24 years,33.0,4,0.12,2.0,2.0,0.0,0.0,0.0,0.0,1,0.03,0.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,
Noam Mayoka-Tika,BEL,Marseille,fr Ligue 1,19 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Borja Mayoral,ESP,Getafe,es La Liga,26 years,23.9,54,2.26,43.0,0.0,7.0,1.0,3.0,0.0,6,0.25,2.0,0.0,3.0,0.0,1.0,0.0,Forward,
Senny Mayulu,FRA,Paris S-G,fr Ligue 1,17 years,3.6,9,2.5,8.0,0.0,1.0,0.0,0.0,0.0,1,0.28,1.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Youssef Maziz,FRA,Metz,fr Ligue 1,25 years,1.4,6,4.35,2.0,2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Noussair Mazraoui,MAR,Bayern Munich,de Bundesliga,25 years,13.3,36,2.71,30.0,1.0,2.0,1.0,0.0,2.0,7,0.53,7.0,0.0,0.0,0.0,0.0,0.0,Defender,
Luca Mazzitelli,ITA,Frosinone,it Serie A,27 years,24.6,47,1.91,30.0,8.0,6.0,1.0,2.0,0.0,3,0.12,1.0,0.0,0.0,1.0,1.0,0.0,Midfielder,
Pasquale Mazzocchi,ITA,Salernitana,it Serie A,28 years,14.1,30,2.12,26.0,1.0,0.0,2.0,1.0,0.0,2,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Pasquale Mazzocchi,ITA,Napoli,it Serie A,28 years,4.8,7,1.48,6.0,0.0,0.0,1.0,0.0,0.0,1,0.21,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Kevin Mbabu,SUI,Augsburg,de Bundesliga,28 years,22.7,57,2.51,44.0,7.0,4.0,0.0,2.0,0.0,4,0.18,3.0,1.0,0.0,0.0,0.0,0.0,Defender,
Noah Mbamba,BEL,Leverkusen,de Bundesliga,18 years,0.2,1,5.63,1.0,0.0,0.0,0.0,0.0,0.0,1,5.63,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Ethan Mbappé,FRA,Paris S-G,fr Ligue 1,16 years,0.5,1,1.87,1.0,0.0,0.0,0.0,0.0,0.0,1,1.87,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Defender
Kylian Mbappé,FRA,Paris S-G,fr Ligue 1,24 years,24.0,98,4.09,69.0,0.0,20.0,3.0,6.0,0.0,20,0.83,12.0,0.0,4.0,1.0,3.0,0.0,Forward,
Malick Mbaye,SEN,Metz,fr Ligue 1,19 years,1.7,3,1.76,0.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Mamadou Mbaye,SEN,Cádiz,es La Liga,25 years,3.2,1,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Chancel Mbemba,COD,Marseille,fr Ligue 1,28 years,24.5,20,0.82,17.0,0.0,1.0,2.0,0.0,0.0,2,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nolan Mbemba,CGO,Le Havre,fr Ligue 1,28 years,0.2,1,4.09,1.0,0.0,0.0,0.0,0.0,0.0,1,4.09,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Bryan Mbeumo,CMR,Brentford,eng Premier League,23 years,21.8,82,3.77,45.0,23.0,2.0,5.0,7.0,0.0,10,0.46,9.0,1.0,0.0,0.0,0.0,0.0,Forward,
Christ Mbondi,FRA,Reims,fr Ligue 1,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Jordi Mboula,ESP,Hellas Verona,it Serie A,24 years,3.4,5,1.47,4.0,0.0,1.0,0.0,0.0,0.0,2,0.59,1.0,0.0,1.0,0.0,0.0,0.0,Forward,Midfielder
Nathanael Mbuku,COD,Augsburg,de Bundesliga,21 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
James Mcatee,ENG,Sheffield Utd,eng Premier League,20 years,20.2,60,2.97,45.0,4.0,5.0,4.0,2.0,0.0,3,0.15,3.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
James Mcatee,ENG,Manchester City,eng Premier League,20 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Oliver McBurnie,SCO,Sheffield Utd,eng Premier League,27 years,14.2,29,2.04,24.0,0.0,0.0,2.0,3.0,0.0,7,0.49,6.0,0.0,0.0,0.0,1.0,0.0,Forward,
James McConnell,ENG,Liverpool,eng Premier League,18 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
John McGinn,SCO,Aston Villa,eng Premier League,28 years,33.3,106,3.18,88.0,9.0,6.0,2.0,1.0,0.0,14,0.42,11.0,1.0,2.0,0.0,0.0,0.0,Midfielder,Forward
Scott McKenna,SCO,Nottingham Forest,eng Premier League,26 years,4.6,2,0.43,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Weston McKennie,USA,Juventus,it Serie A,24 years,28.8,82,2.84,64.0,9.0,2.0,2.0,3.0,2.0,9,0.31,8.0,0.0,0.0,1.0,0.0,0.0,Midfielder,Defender
Dwight McNeil,ENG,Everton,eng Premier League,23 years,32.1,130,4.05,77.0,33.0,5.0,6.0,6.0,3.0,9,0.28,3.0,4.0,0.0,1.0,1.0,0.0,Midfielder,Forward
Scott McTominay,SCO,Manchester Utd,eng Premier League,26 years,21.1,26,1.23,18.0,0.0,1.0,4.0,1.0,2.0,2,0.09,1.0,0.0,0.0,0.0,0.0,1.0,Midfielder,Forward
Facundo Medina,ARG,Lens,fr Ligue 1,24 years,30.2,63,2.09,54.0,0.0,3.0,4.0,1.0,1.0,7,0.23,6.0,0.0,0.0,1.0,0.0,0.0,Defender,
Ben Mee,ENG,Brentford,eng Premier League,33 years,14.1,14,0.99,11.0,1.0,0.0,2.0,0.0,0.0,1,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Defender,
Marvin Mehlem,GER,Darmstadt 98,de Bundesliga,25 years,16.5,51,3.11,39.0,1.0,1.0,2.0,7.0,1.0,4,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Bamo Meïté,CIV,Marseille,fr Ligue 1,21 years,7.1,6,0.85,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Bamo Meïté,CIV,Lorient,fr Ligue 1,21 years,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Hannibal Mejbri,TUN,Manchester Utd,eng Premier League,20 years,1.5,6,4.06,5.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Hannibal Mejbri,TUN,Sevilla,es La Liga,20 years,1.2,7,6.06,4.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Óscar Melendo,ESP,Granada,es La Liga,25 years,12.5,18,1.44,15.0,2.0,0.0,0.0,1.0,0.0,1,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Gonzalo Melero,ESP,Almería,es La Liga,29 years,12.3,35,2.86,27.0,1.0,1.0,1.0,4.0,1.0,3,0.24,1.0,0.0,1.0,1.0,0.0,0.0,Midfielder,Forward
Birger Meling,NOR,Rennes,fr Ligue 1,28 years,0.2,1,5.29,0.0,0.0,0.0,1.0,0.0,0.0,1,5.29,0.0,0.0,0.0,1.0,0.0,0.0,Defender,
Arthur Melo,BRA,Fiorentina,it Serie A,26 years,22.1,72,3.27,59.0,6.0,2.0,0.0,2.0,3.0,11,0.5,8.0,0.0,1.0,0.0,1.0,1.0,Midfielder,
Memphis,NED,Atlético Madrid,es La Liga,29 years,9.9,37,3.73,21.0,3.0,7.0,4.0,2.0,0.0,3,0.3,2.0,0.0,0.0,0.0,1.0,0.0,Forward,
Houboulang Mendes,GNB,Almería,es La Liga,25 years,4.4,4,0.91,2.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nuno Mendes,POR,Paris S-G,fr Ligue 1,21 years,3.0,7,2.36,6.0,0.0,1.0,0.0,0.0,0.0,2,0.67,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Tomás Mendes,ESP,Alavés,es La Liga,18 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Brais Méndez,ESP,Real Sociedad,es La Liga,26 years,26.8,101,3.77,57.0,20.0,5.0,10.0,7.0,2.0,16,0.6,10.0,0.0,3.0,1.0,2.0,0.0,Midfielder,Forward
Bruno Méndez,URU,Granada,es La Liga,23 years,14.8,13,0.88,12.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Diego Méndez,ESP,Rayo Vallecano,es La Liga,19 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Leonardo Mendicino,ITA,Atalanta,it Serie A,17 years,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,
Antoine Mendy,SEN,Nice,fr Ligue 1,19 years,4.6,7,1.51,5.0,1.0,0.0,0.0,1.0,0.0,1,0.22,0.0,1.0,0.0,0.0,0.0,0.0,Defender,
Benjamin Mendy,FRA,Lorient,fr Ligue 1,29 years,7.9,23,2.91,15.0,5.0,1.0,2.0,0.0,0.0,2,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Ferland Mendy,FRA,Real Madrid,es La Liga,28 years,19.1,31,1.62,27.0,2.0,1.0,1.0,0.0,0.0,3,0.16,3.0,0.0,0.0,0.0,0.0,0.0,Defender,
Formose Mendy,SEN,Lorient,fr Ligue 1,22 years,14.0,10,0.72,8.0,0.0,0.0,1.0,0.0,1.0,1,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Nampalys Mendy,SEN,Lens,fr Ligue 1,31 years,11.7,23,1.97,19.0,0.0,1.0,1.0,0.0,2.0,5,0.43,3.0,0.0,0.0,1.0,0.0,1.0,Midfielder,
Teden Mengi,ENG,Luton Town,eng Premier League,21 years,27.4,14,0.51,11.0,0.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Chris Mepham,WAL,Bournemouth,eng Premier League,25 years,6.9,11,1.6,8.0,1.0,0.0,0.0,0.0,2.0,2,0.29,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Jorge Meré,ESP,Cádiz,es La Liga,26 years,7.5,2,0.27,2.0,0.0,0.0,0.0,0.0,0.0,1,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alex Meret,ITA,Napoli,it Serie A,26 years,30.8,5,0.16,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Mikel Merino,ESP,Real Sociedad,es La Liga,27 years,27.6,65,2.36,51.0,0.0,0.0,5.0,7.0,2.0,8,0.29,6.0,0.0,0.0,0.0,1.0,1.0,Midfielder,
Quentin Merlin,FRA,Marseille,fr Ligue 1,21 years,7.8,23,2.95,13.0,7.0,1.0,2.0,0.0,0.0,2,0.26,2.0,0.0,0.0,0.0,0.0,0.0,Defender,
Quentin Merlin,FRA,Nantes,fr Ligue 1,21 years,14.3,44,3.09,36.0,4.0,0.0,3.0,0.0,1.0,5,0.35,3.0,1.0,0.0,1.0,0.0,0.0,Defender,
Junior Messias,BRA,Genoa,it Serie A,32 years,11.7,42,3.59,26.0,4.0,2.0,4.0,6.0,0.0,5,0.43,3.0,0.0,0.0,1.0,1.0,0.0,Midfielder,Defender
Thomas Meunier,BEL,Dortmund,de Bundesliga,31 years,6.5,11,1.69,8.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Bastien Meupiyou,FRA,Nantes,fr Ligue 1,17 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,
Alexander Meyer,GER,Dortmund,de Bundesliga,32 years,7.7,1,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
Omenuke Mfulu,COD,Las Palmas,es La Liga,29 years,0.9,2,2.25,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,Forward
Lucas Michal,FRA,Monaco,fr Ligue 1,18 years,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,
Sven Michel,GER,Augsburg,de Bundesliga,33 years,6.5,16,2.47,13.0,0.0,1.0,1.0,0.0,1.0,3,0.46,3.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Miguel,ESP,Alavés,es La Liga,23 years,0.7,1,1.38,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,Midfielder
Georges Mikautadze,GEO,Metz,fr Ligue 1,22 years,19.4,58,2.99,31.0,3.0,12.0,6.0,6.0,0.0,8,0.41,4.0,0.0,4.0,0.0,0.0,0.0,Forward,
Nikola Milenković,SRB,Fiorentina,it Serie A,25 years,27.9,23,0.82,18.0,1.0,0.0,2.0,2.0,0.0,1,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Defender,
Lewis Miley,ENG,Newcastle Utd,eng Premier League,17 years,13.4,31,2.32,24.0,0.0,2.0,3.0,0.0,2.0,5,0.37,4.0,0.0,0.0,0.0,0.0,1.0,Midfielder,
Arkadiusz Milik,POL,Juventus,it Serie A,29 years,10.2,37,3.62,24.0,0.0,1.0,7.0,4.0,1.0,6,0.59,2.0,0.0,0.0,3.0,0.0,1.0,Forward,
Vanja Milinković-Savić,SRB,Torino,it Serie A,26 years,36.0,5,0.14,4.0,1.0,0.0,0.0,0.0,0.0,1,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,
